Ticker,Name,Market Cap,Price
"FACT-U","Freedom Acquisition I Corp - Units (1 Ord Share Class A & 1/4 War)",312500000,10
"SCLEU","Broadscale Acquisition Corp - Units (1 Ord Share Class A & 1/4 War)",312500000,10
"SPKB","Silver Spike Acquisition Corp II - Class A",312500000,10
"TZPSU","TZP Strategies Acquisition Corp - Units (1 Ord Class A & 1/3 War)",312500000,10
"AMPI-U","Advanced Merger Partners Inc - Units (1 Ord Share Class A & 1/6 War)",312500000,10
"TSIBU","Tishman Speyer Innovation Corp II - Units (1 Ord Share Class A & 1/5 War)",312500000,10
"LVRAU","Levere Holdings Corp - Units (1 Ord Share Class A & 1/3 War)",312500000,10
"CHAA-U","Catcha Investment Corp - Units (1 Ord Share Class A & 1/3 War)",312500000,10
"SVOK","Seven Oaks Acquisition Corp - Class A",312440625,9.66
"TRCH","Torchlight Energy Resources Inc",312424384.05,2.15
"RKTA-U","Rocket Internet Growth Opportunities Corp - Units (1 Ord Share Class A & 1/4 War)",312343750,9.995
"SCAQU","Stratim Cloud Acquisition Corp - Units (1 Ord Share Class A & 1/3 War)",312215625,9.9909
"MACQU","MCAP Acquisition Corp - Units (1 Ord Share Class A & 1/3 War)",312187500,9.99
"KRNLU","Kernel Group Holdings Inc - Units (1 Ord Class A & 1/2 War)",312187500,9.99
"SNII-U","Supernova Partners Acquisition Co II Ltd - Units (1 Ord Share Class A & 1/4 War)",311878125,9.9801
"TWNI-U","Tailwind International Acquisition Corp - Units (1 Ord Share Class A & 1/3 War)",311875000,9.98
"FLME-U","Flame Acquisition Corp - Units (1 Ord Share Class A & 1/2 War)",311875000,9.98
"DHCAU","DHC Acquisition Corp - Units (1 Ord Share Class A & 1/3 War)",311875000,9.98
"DISAU","Disruptive Acquisition Corp I - Units (1 Ord Share Class A & 1/3 War)",311875000,9.98
"STRE-U","Supernova Partners Acquisition Co III Ltd - Units (1 Ord Share Class A & 1/5 War)",311562500,9.97
"COVAU","COVA Acquisition Corp - Units (1 Ord Class A & 1/2 War)",311562500,9.97
"JCICU","Jack Creek Investment Corp - Units (1 Ord Share Class A & 1/2 War)",311250000,9.96
"ARRWU","Arrowroot Acquisition Corp - Units (1 Ord Share Class A & 1/2 War)",310937500,9.95
"GPACU","Global Partner Acquisition Corp II - Units (1 Ord Class A 1/6 War & 1 CVR )",310937500,9.95
"DNZ-U","D and Z Media Acquisition Corp - Units (1 Ord Share Class A & 1/3 War)",310625000,9.94
"CLRMU","Clarim Acquisition Corp - Units (1 Ord Class A & 1/3 War)",310625000,9.94
"GAMCU","Golden Arrow Merger Corp - Units (1 Ord Share Class A & 1/3 War)",310625000,9.94
"FORA","Forian Inc",310377523.5,9.9
"TSIB","Tishman Speyer Innovation Corp II - Class A",310312500,9.93
"EMPW","Empower Ltd - Class A",310312500,9.93
"SLCRU","Silver Crest Acquisition Corp - Units (1 Ord Class A & 1/2 War)",310312500,9.93
"WPCA","Warburg Pincus Capital Corp I A - Class A",310312500,9.93
"GLBL","Cartesian Growth Corp - Class A",310312500,9.93
"TBSAU","TB SA Acquisition Corp - Units (1 Ord Share Class A & 1/3 War)",309400000,9.9008
"BLUA","BlueRiver Acquisition Corp - Class A",309198250,9.67
"TAST","Carrols Restaurant Group Inc",308902796.62,5.93
"SEEL","Seelos Therapeutics Inc",308831272.53,3.93
"HCIC","Hennessy Capital Investment Corp V - Class A",308437500,9.87
"AMPI","Advanced Merger Partners Inc - Class A",308437500,9.87
"FRLN","Freeline Therapeutics Holdings plc",308352527,8.6
"STWO","ACON S2 Acquisition Corp - Class A",308125000,9.86
"DHBC","DHB Capital Corp - Class A",308125000,9.86
"WALD","Waldencast Acquisition Corp - Class A",307812500,9.85
"GSQD","G Squared Ascend I Inc - Class A",307812500,9.85
"LCAA","L Catterton Asia Acquisition Corp - Class A",307812500,9.85
"EGAN","eGain Corp",307755208.56,9.91
"ITMR","Itamar Medical Ltd",307674646.24512,21.91
"YRD","Yiren Digital Ltd",307377249.3,3.66
"FRTG","FRONTERA GROUP INC",307280150,1
"HPX","HPX Corp - Class A",307200600,9.72
"OACB","Oaktree Acquisition Corp II - Class A",307187500,9.83
"DMYQ","dMY Technology Group Inc IV - Class A",306875000,9.82
"LEU","Centrus Energy Corp - Class A",306827005.25,22.15
"MG","Mistras Group Inc",306386214.33,10.41
"SNII","Supernova Partners Acquisition Co II Ltd - Class A",306250000,9.8
"KIII","Kismet Acquisition Three Corp - Class A",306070000,9.64
"BRBS","Blue Ridge Bankshares Inc (VA)",305970451.67,16.43
"SCLE","Broadscale Acquisition Corp - Class A",305937500,9.79
"CFVIU","CF Acquisition Corp VI - Units (1 Ord Class A & 1/4 War)",305465000,9.95
"FGNA","FG New America Acquisition Corp - Class A",305425260,10.08
"TZPS","TZP Strategies Acquisition Corp - Class A",305281250,9.769
"SCAQ","Stratim Cloud Acquisition Corp - Class A",305000000,9.76
"XPDI","Power & Digital Infrastructure Acquisition Corp - Class A",305000000,9.76
"IPVI","InterPrivate IV InfraTech Partners Inc - Class A",304928125,9.7577
"MACQ","MCAP Acquisition Corp - Class A",304687500,9.75
"AFCG","AFC Gamma Inc",304631126.83,22.79
"CIX","Compx International Inc - Class A",304572415.92,24.56
"RXRA","RXR Acquisition Corp - Class A",304375000,9.74
"MON","Monument Circle Acquisition Corp - Class A",304375000,9.74
"ARRW","Arrowroot Acquisition Corp - Class A",304340625,9.7389
"ASAQ","Atlantic Avenue Acquisition Corp - Class A",304062500,9.73
"TWNI","Tailwind International Acquisition Corp - Class A",304062500,9.73
"WVE","Wave Life Sciences Ltd",303783681.6,6.2
"GPAC","Global Partner Acquisition Corp II - Class A",303437500,9.71
"SDAC","Sustainable Development Acquisition I Corp - Class A",303437500,9.71
"DHCA","DHC Acquisition Corp - Class A",303125000,9.7
"MEIP","MEI Pharma Inc",302871882.82,2.69
"FTPAU","FTAC Parnassus Acquisition Corp - Units (1 Ord Share Class A & 1/4 War)",302835863.33,10.01
"JCIC","Jack Creek Investment Corp - Class A",302500000,9.68
"CMCM","Cheetah Mobile Inc",302296224.503,2.24
"CECE","Ceco Environmental Corp",302283342.66,8.49
"SLDB","Solid Biosciences Inc",302212980.35,3.55
"CBNK","Capital Bancorp Inc",302011362.14,21.94
"DNZ","D and Z Media Acquisition Corp - Class A",301875000,9.66
"LVTX","LAVA Therapeutics NV",301691858.3,11.9
"LEAF","Leaf Group Ltd",301588635.15,8.37
"COVA","COVA Acquisition Corp - Class A",301562500,9.65
"ALPN","Alpine Immune Sciences Inc",301392581.56,12.62
"SIC","Select Interior Concepts Inc - Class A",301353898.8,11.8
"CBAY","Cymabay Therapeutics Inc",301294422.04,4.37
"MTAC","MedTech Acquisition Corp - Class A",301250000,9.64
"AURCU","Aurora Acquisition Corp - Units (1 Ord Share Class A & 1/4 War)",301093750,10.25
"FLME","Flame Acquisition Corp - Class A",300312500,9.61
"FREQ","Frequency Therapeutics Inc",300080829.38,8.78
"GTPAU","Gores Technology Partners Inc - Units (1 Ord Share Class A & 1/5 War)",300000000,10
